location_name,site_name,discounting_factor
location_43,site_12,0.277122086796814
location_43,site_13,0.0
location_43,site_14,0.0
location_43,site_15,0.05279082273155406
location_43,site_16,0.0
location_43,site_17,0.0
location_43,site_18,0.0
location_43,site_19,0.0
location_43,site_20,0.0
location_43,site_21,0.0
location_43,site_22,1.0
location_43,site_23,0.0
location_43,site_24,0.0
location_44,site_0,0.47825000040820553
location_44,site_1,0.0
location_44,site_2,0.3477339047493393
location_44,site_3,0.0
location_44,site_4,0.0
location_44,site_5,0.0
location_44,site_6,0.0
location_44,site_7,0.2858594902666625
location_44,site_8,0.0
location_44,site_9,0.0
location_44,site_10,0.0
location_44,site_11,0.3551725171411991
location_44,site_12,0.0
location_44,site_13,0.4608416361925601
location_44,site_14,0.0
location_44,site_15,0.0
location_44,site_16,0.0
location_44,site_17,0.0
location_44,site_18,0.0
location_44,site_19,0.0
location_44,site_20,0.0
location_44,site_21,0.0
location_44,site_22,0.0
location_44,site_23,0.0
location_44,site_24,0.0
location_45,site_0,0.0
location_45,site_1,0.0
location_45,site_2,0.0
location_45,site_3,0.0
location_45,site_4,0.0
location_45,site_5,0.0
location_45,site_6,0.0
location_45,site_7,0.0
location_45,site_8,0.0
location_45,site_9,0.0
location_45,site_10,0.27691361530930647
location_45,site_11,0.0
location_45,site_12,0.0
location_45,site_13,0.0
location_45,site_14,0.30096879293472006
location_45,site_15,0.0
location_45,site_16,0.09512598894525882
location_45,site_17,0.0
location_45,site_18,0.0
location_45,site_19,0.4117922285801737
location_45,site_20,0.0
location_45,site_21,0.9166545940785167
location_45,site_22,0.0
location_45,site_23,0.0
location_45,site_24,0.0
location_46,site_0,0.0
location_46,site_1,0.0
location_46,site_2,0.0
location_46,site_3,0.0
location_46,site_4,0.0
location_46,site_5,0.08315312423454596
location_46,site_6,0.6052735737211254
location_46,site_7,0.0
location_46,site_8,0.0
location_46,site_9,0.8188127424396112
location_46,site_10,0.0
location_46,site_11,0.0
location_46,site_12,0.0
location_46,site_13,0.0
location_46,site_14,0.0
location_46,site_15,0.0
location_46,site_16,0.0
location_46,site_17,0.0
location_46,site_18,0.3538133245478734
location_46,site_19,0.0
location_46,site_20,1.0
location_46,site_21,0.0
location_46,site_22,0.0
location_46,site_23,0.0
location_46,site_24,0.0
location_47,site_0,0.0
location_47,site_1,0.0
location_47,site_2,0.0
location_47,site_3,0.0
location_47,site_4,0.7301107230875263
location_47,site_5,0.0
location_47,site_6,0.8588737023038897
location_47,site_7,0.0
location_47,site_8,0.38004587333063866
location_47,site_9,0.4124770594895311
location_47,site_10,0.0
location_47,site_11,0.0
location_47,site_12,0.0
location_47,site_13,0.0
location_47,site_14,0.0
location_47,site_15,0.0
location_47,site_16,0.0
location_47,site_17,0.0
location_47,site_18,0.7888762576793749
location_47,site_19,0.0
location_47,site_20,0.43530269500949226
location_47,site_21,0.0
location_47,site_22,0.0800891805299922
location_47,site_23,0.0
location_47,site_24,0.08092816243070566
location_48,site_0,0.0
location_48,site_1,0.9825101624920383
location_48,site_2,0.0
location_48,site_3,0.0
location_48,site_4,0.9239184872033377
location_48,site_5,0.0
location_48,site_6,0.16584747350267798
location_48,site_7,0.0
location_48,site_8,0.0
location_48,site_9,0.0
location_48,site_10,0.0
location_48,site_11,0.0
location_48,site_12,0.0
location_48,site_13,0.0
location_48,site_14,0.0
location_48,site_15,0.0
location_48,site_16,0.0
location_48,site_17,0.0
location_48,site_18,0.0
location_48,site_19,0.0
location_48,site_20,0.0
location_48,site_21,0.0
location_48,site_22,0.06565054600148335
location_48,site_23,0.0
location_48,site_24,0.15608097599278503
location_49,site_0,0.0
location_49,site_1,0.0
location_49,site_2,0.0
location_49,site_3,0.0
location_49,site_4,0.0
location_49,site_5,0.451528418752515
location_49,site_6,0.0
location_49,site_7,0.0
location_49,site_8,0.0
location_49,site_9,0.0
location_49,site_10,0.0
location_49,site_11,0.0
location_49,site_12,0.0
location_49,site_13,0.0
location_49,site_14,0.0
location_49,site_15,0.0
location_49,site_16,0.0
location_49,site_17,0.0
location_49,site_18,0.0
location_49,site_19,0.0
location_49,site_20,0.0
location_49,site_21,0.0
location_49,site_22,0.0
location_49,site_23,0.0
location_49,site_24,0.0
